"Datotid","Varenummer","Varenavn","Volum","Pris","Literpris","Varetype","Produktutvalg","Butikkategori","Fylde","Friskhet","Garvestoffer","Bitterhet","Sodme","Farge","Lukt","Smak","Passertil01","Passertil02","Passertil03","Land","Distrikt","Underdistrikt","Argang","Rastoff","Metode","Alkohol","Sukker","Syre","Lagringsgrad","Produsent","Grossist","Distributor","Emballasjetype","Korktype","Vareurl"
"","29107","Luxardo Sambuca dei Cesari","4.50","2516.30","559.20","Likør","Bestillingsutvalget","Uavhengig sortiment","0","0","0","0","0","Vannklar.","Markant preg av anis.","Søt, klar smak av anis.","Aperitiff/avec","","","Italia","Øvrige","Øvrige","","Sprit, grønn anis, hyllebær.","","38.00","380.00","Ukjent","","Girolamo Luxardo","Cork Wines & Spirits AS","Vectura AS","Glassflaske over eller lik 4 ltr","Skrukapsel","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-29107"
"","29501","Marie Brizard Apry Apricot Brandy","0.70","219.90","314.10","Likør under 22 %","Bestillingsutvalget","Uavhengig sortiment","0","0","0","0","0","","","","","","","Frankrike","Øvrige","","","","","20.50","Ukjent","Ukjent","","Marie Brizard","Bibendum AS","Trebuchet AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-29501"
"","35201","Sandeman Rich Golden","0.75","144.90","193.20","Sherry","Basisutvalget","Butikkategori 6","8","6","0","0","7","","","","Dessert, kake, frukt","","Ost","Spania","Øvrige","Øvrige","","Palomino, Pedro Ximénez","Druemosten gjærer til alt druesukker er omdannet til alkohol. Deretter tilsettes denne ferske hvitvinen druesprit.","15.00","120.00","Ukjent","Drikkeklar nå, men kan også lagres","Sandeman","Pernod Ricard Norway AS","SKANLOG VSD AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-35201"
"","35301","Sandeman Medium Dry","0.75","144.90","193.20","Sherry","Basisutvalget","Butikkategori 4","8","7","0","0","5","","","","Ost","","Grønnsaker","Spania","Øvrige","Øvrige","","Palomino, Pedro Ximénez","Druemosten gjærer til alt druesukker er omdannet til alkohol. Deretter tilsettes den ferske hvitvinen druesprit og modnes.","15.00","39.00","Ukjent","Drikkeklar, ikke egnet for lagring","Sandeman","Pernod Ricard Norway AS","SKANLOG VSD AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-35301"
"","35501","Martini Rosato","1.00","196.90","196.90","Vermut","Basisutvalget","Butikkategori 5","7","0","0","0","6","","","","","","","Italia","Øvrige","Øvrige","","Hvitvin, sukker, naturlige aromatiske ekstrakter","Tradisjonell. Opplysninger ikke gitt av produsent/leverandør.","15.00","165.00","4.50","","Martini & Rossi","Bacardi Norge AS","Vectura AS","Engangsflasker av glass","Skrukapsel","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-35501"
"","35601","Harveys Amontillado","0.75","169.90","226.50","Sherry","Bestillingsutvalget","Uavhengig sortiment","8","6","0","0","5","","","","Dessert, kake, frukt","","Ost","Spania","Øvrige","Øvrige","","","Laget på base av Oloroso som er oppspritet. Tilsatt litt drueekstrakt som farge. Lagret etter solerasystemet.","17.50","70.00","2.00","Drikkeklar, ikke egnet for lagring","Bod. Domecq","Edrington Norway AS","Vectura AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-35601"
"","36001","Tio Pepe Fino","0.75","179.50","239.30","Sherry","Basisutvalget","Butikkategori 3","4","7","0","0","1","Lys strågul.","Lett florpreget aroma med innslag av mandel, sjø og litt blomst.","Ung og fruktig, innslag av flor og sitrus.","Fisk","Aperitiff/avec","Grønnsaker","Spania","Øvrige","Øvrige","","Palomino","Tradisjonell. Min. 3 års fatlagring.","15.00","1.00","Ukjent","Drikkeklar, ikke egnet for lagring","","Robert Prizelius AS","Vectura AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-36001"
"","36002","Tio Pepe Fino","0.38","104.90","279.70","Sherry","Bestillingsutvalget","Uavhengig sortiment","5","7","0","0","1","","","","Fisk","Aperitiff/avec","Grønnsaker","Spania","Øvrige","Øvrige","","Palomino","TradisjonellMin. 3 års fatlagring","15.00","1.00","Ukjent","Drikkeklar, ikke egnet for lagring","","Robert Prizelius AS","Vectura AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-36002"
"","36201","Bristol Cream","0.75","179.90","239.90","Sherry","Basisutvalget","Butikkategori 1","9","7","0","0","9","Dyp gulbrun.","Ren og litt flyktig aroma preget av tørket frukt, karamell og mørk sjokolade.","Preg av tørkete frukter, karamell og litt sjokolade. Ettersmak med god lengde.","Dessert, kake, frukt","","","Spania","Øvrige","Øvrige","","Palomino 92%, Muscat (Moscatel, Moscato) 3%, Pedro Ximénez 5%","Laget på base av Oloroso som er oppspritet. Tilsatt drueekstrakt som farge. Lagret etter solerasystemet.","17.50","138.00","1.80","Drikkeklar nå, men kan også lagres","Bod. Domecq","Edrington Norway AS","Vectura AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-36201"
"","36202","Bristol Cream","0.38","99.90","266.40","Sherry","Basisutvalget","Butikkategori 3","9","7","0","0","9","Dyp gulbrun.","Ren og litt flyktig aroma preget av tørket frukt, karamell og mørk sjokolade.","Preg av tørkete frukter, karamell og litt sjokolade. Ettersmak med god lengde.","Dessert, kake, frukt","","","Spania","Øvrige","Øvrige","","Palomino 92%, Muscat (Moscatel, Moscato) 3%, Pedro Ximénez 5%","Laget på base av Oloroso som er oppspritet. Tilsatt drueekstrakt som farge. Lagret etter solerasystemet.","17.50","138.00","1.80","Drikkeklar nå, men kan også lagres","Bod. Domecq","Edrington Norway AS","Vectura AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-36202"
"","37203","Campari Bitter","0.04","39.90","997.40","Bitter under 22 %","Bestillingsutvalget","Uavhengig sortiment","0","0","0","0","0","","","","","","","Italia","Øvrige","Øvrige","","Frukter, planter, plante-og urteekstrakter, sukker, alkohol.","Ingrediensene blandes med alkohol for å oppnå en ''sammensmelting''. På denne matenlages den endelige drikken og alkoholstyrken r","21.00","250.00","Ukjent","","Campari","Robert Prizelius AS","Vectura AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-37203"
"","59101","Mouton Cadet Rouge 2012","0.75","148.90","198.50","Rødvin","Bestillingsutvalget","Uavhengig sortiment","7","7","7","0","0","","","","Fisk","Lyst kjøtt","Svinekjøtt","Frankrike","Bordeaux","Øvrige","2012","Merlot 65%, Cabernet Sauvignon 20%, Cabernet Franc 15%","Tradisjonell.Ingen fatlagring.","13.50","2.00","Ukjent","Drikkeklar nå, men kan også lagres","Baron Philippe de Rothschild","Haugen-Gruppen AS","Vectura AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-59101"
"","63701","Siglo Saco Crianza 2008/2009","0.75","119.90","159.90","Rødvin","Bestillingsutvalget","Uavhengig sortiment","6","7","7","0","0","Dyp rød.","Røde bær, krydder og fat.","Røde bær, litt krydder og fat.(2008)","Lyst kjøtt","Lam og sau","Ost","Spania","Rioja","Øvrige","2009","Tempranillo 50%, Mazuelo 15%, Graciano 35%","Temperaturkontrollert vinifikasjon ved 20 - 25 C °12 mnd. Fatlagring i eikefat 6-8 md.","13.50","2.00","Ukjent","Drikkeklar, ikke egnet for lagring","Bod. Campo Viejo","Pernod Ricard Norway AS","SKANLOG VSD AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-63701"
"","65101","Cellier des Dauphins Signature Vieilles Vignes Côte-du-Rhône 2011","0.75","124.90","166.50","Rødvin","Bestillingsutvalget","Uavhengig sortiment","6","7","7","0","0","Dyp blårød.","Litt dempet preg av mørke bær og sevje.","Preg av mørke bær og urter, litt rustikk.","Fisk","Lyst kjøtt","Svinekjøtt","Frankrike","Rhône Sør","Côtes du Rhône","2011","Grenache 65%, Syrah 20%, Carignan 10%, Cinsault, Mourvèdre","Tradisjonell. 12 mnd. lagring på eikefat.","14.50","2.00","5.40","Drikkeklar, ikke egnet for lagring","Les Prod. Réunis","Einar A Engelstad AS","Cuveco AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-65101"
"","65102","Cellier des Dauphins Côtes du Rhône Réserve 2012","0.38","78.90","210.40","Rødvin","Bestillingsutvalget","Uavhengig sortiment","7","6","7","0","0","","","","Fisk","Lyst kjøtt","Svinekjøtt","Frankrike","Rhône Sør","Côtes du Rhône","2012","Grenache 65%, Syrah 20%, Carignan 10%, Cinsault, Mourvèdre","Tradisjonell.12 mnd. på fatlagring på eikefat.","13.50","2.00","5.40","Drikkeklar, ikke egnet for lagring","Les Prod. Réunis","Einar A Engelstad AS","Cuveco AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-65102"
"","65104","Cellier des Dauphins Côtes du Rhône Réserve 2007","0.25","54.90","219.60","Rødvin","Bestillingsutvalget","Uavhengig sortiment","7","6","7","0","0","","","","Fisk","Lyst kjøtt","Svinekjøtt","Frankrike","Rhône Sør","Côtes du Rhône","","Grenache 65%, Syrah 20%, Carignan 10%, Cinsault, Mourvèdre","Tradisjonell.12 mnd. på fatlagring på eikefat.","13.00","2.00","5.40","Drikkeklar, ikke egnet for lagring","Les Prod. Réunis","Einar A Engelstad AS","Cuveco AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-65104"
"","66001","Ruffino Chianti 2013","0.75","117.90","157.20","Rødvin","Basisutvalget","Butikkategori 4","6","7","6","0","0","Middels dyp rød.","Aroma med preg av røde bær, urter og litt fat.","Ren, umiddelbar og litt utviklet, preg av røde bær, urter og krydder.","Lyst kjøtt","Lam og sau","Svinekjøtt","Italia","Toscana","Chianti","2013","Sangiovese 100%","","12.50","2.40","6.00","Drikkeklar, ikke egnet for lagring","Ruffino","Bibendum AS","Trebuchet AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-66001"
"","66002","Ruffino Chianti 2011","0.38","68.90","183.70","Rødvin","Bestillingsutvalget","Uavhengig sortiment","6","7","7","0","0","","","","Lyst kjøtt","Lam og sau","Svinekjøtt","Italia","Toscana","Chianti","2011","Sangiovese","","12.50","2.40","6.00","Drikkeklar, ikke egnet for lagring","Ruffino","Bibendum AS","Trebuchet AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-66002"
"","67001","Periquita Original 2012/2013","0.75","109.90","146.50","Rødvin","Basisutvalget","Butikkategori 5","7","7","7","0","0","Dyp rød.","Aroma preget av røde bær, grønne urter og litt trekrydder.","Bløt start, preg av røde og mørke bær, streif av urter. (2012)","Storfe","Lam og sau","Storvilt","Portugal","Setubal","Øvrige","2013","Castelão 95%, Tinta Amarela 5%","Temperaturkontrollert vinifikasjon i ståltanker i 8-10 dager ved 28 °C. 12 md. Lagring i nye og brukte eikefat.","13.00","3.00","1.00","Drikkeklar nå, men kan også lagres","J.M. da Fonseca","Einar A Engelstad AS","Cuveco AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-67001"
"","67002","Periquita 2012","0.38","65.90","175.70","Rødvin","Bestillingsutvalget","Uavhengig sortiment","7","7","7","0","0","","","","Storfe","Lam og sau","Storvilt","Portugal","Setubal","Øvrige","2012","Castelão 95%, Tinta Amarela 5%","Temperaturkontrollert vinifikasjon i ståltanker i 8-10 dG. ved 28 C. 12 md. lagring i nye og brukte eikefat.","13.00","4.90","5.90","Drikkeklar nå, men kan også lagres","J.M. da Fonseca","Einar A Engelstad AS","Cuveco AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-67002"
"","67005","Periquita 2010","1.50","251.00","167.30","Rødvin","Bestillingsutvalget","Uavhengig sortiment","7","7","7","0","0","","","","Storfe","Lam og sau","Storvilt","Portugal","Setubal","Øvrige","2010","Castelão 95%, Tinta Amarela 5%","Temperaturkontrollert vinifikasjon i ståltanker i 8-10 dager ved 28 °C12 md. lagring i nye og brukte eikefat","13.00","4.90","5.90","Drikkeklar nå, men kan også lagres","J.M. da Fonseca","Einar A Engelstad AS","Cuveco AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-67005"
"","67006","Periquita 2012","3.00","388.90","129.60","Rødvin","Bestillingsutvalget","Uavhengig sortiment","7","7","7","0","0","","","","Storfe","Lam og sau","Storvilt","Portugal","Setubal","Øvrige","2012","Castelão 80%, Aragónez 10%, Trincadeira 10%","Temperaturkontrollert vinifikasjon i ståltanker i 8-10 dg. ved 28 °C. 12 md. lagring i nye og brukte eikefat.","13.00","4.90","5.90","Drikkeklar nå, men kan også lagres","J.M. da Fonseca","Einar A Engelstad AS","Cuveco AS","BIB under 4 ltr","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-67006"
"","67801","Faustino I Gran Reserva 2001","0.75","209.90","279.90","Rødvin","Basisutvalget","Butikkategori 3","9","8","7","0","0","Dyp rød.","Fint utviklet, preg av mørke og røde bær, tørket frukt og blomst over integrert fat.","Sval, kompleks og balansert. Ettersmak med fint fasthet og god lengde.","Storfe","Lam og sau","Småvilt og fugl","Spania","Rioja","Øvrige","2001","Tempranillo 80%, Mazuelo, Graciano","Gjæring i temperaturkontrollerte ståltanker i 15 dager. 24 mnd. lagring","13.50","2.00","Ukjent","Drikkeklar nå, men kan også lagres","Bod. Faustino","Bibendum AS","Trebuchet AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-67801"
"","67901","Campo Viejo Crianza 2010/2011","0.75","111.90","149.20","Rødvin","Basisutvalget","Butikkategori 1","7","8","7","0","0","Dyp rød.","Aroma preget av røde bær, urter og fat.","Litt utviklet, preg av røde bær og litt fat, frisk ettersmak. (2010)","Lam og sau","Ost","Svinekjøtt","Spania","Rioja","Øvrige","2011","Tempranillo 85%, Mazuelo 10%, Graciano 5%","Tradisjonell, gjennomgått fullstendig malolaktisk gjæring 12 md. på fat + 12 md. på flaske.","13.50","3.00","5.20","Drikkeklar nå, men kan også lagres","Bod. Campo Viejo","Pernod Ricard Norway AS","SKANLOG VSD AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-67901"
"","67902","Campo Viejo Crianza 2008","0.38","67.00","178.70","Rødvin","Basisutvalget","Butikkategori 6","7","7","7","0","0","Dyp rød.","Preg av røde bær, fat og urter.","Frisk og ren, preg av røde bær over fat.","Lam og sau","Ost","Svinekjøtt","Spania","Rioja","Øvrige","","Tempranillo 85%, Mazuelo 10%, Graciano 5%","Tradisjonell, gjennomgått fullstendig malolaktisk gjæring12 md fat + 12 md på flaske","13.50","3.00","5.20","Drikkeklar nå, men kan også lagres","Bod. Campo Viejo","Pernod Ricard Norway AS","SKANLOG VSD AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-67902"
"","68501","Faustino V Reserva 2008/2009","0.75","159.90","213.20","Rødvin","Testutvalget","Butikkategori 6","8","8","7","0","0","Dyp rød.","Aroma preget av mørke bær, tørket frukt og fat med vanilje.","Utviklet og preget av tørket frukt og fat. (2008)","Storfe","Lam og sau","Småvilt og fugl","Spania","Rioja","Øvrige","2009","Tempranillo 80%, Graciano 20%","Tradisjonell temperaturkontrollert vinifikasjonsteknikk, 12 md. lagring i eikefat før 12 md. flaskemodning.","13.50","1.20","5.20","Drikkeklar nå, men kan også lagres","Bod. Faustino","Bibendum AS","Trebuchet AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-68501"
"","68502","Faustino V Reserva 2006","0.38","89.90","239.70","Rødvin","Bestillingsutvalget","Uavhengig sortiment","7","0","6","0","0","","","","Storfe","Lam og sau","Småvilt og fugl","Spania","Rioja","Øvrige","2006","Tempranillo 80%, Graciano 20%","Temperaturkontrollert gjæring.12 mnd. lagring på eikefat+12 md. flaskemodning før salg.","13.50","2.00","Ukjent","Drikkeklar nå, men kan også lagres","Bod. Faustino","Bibendum AS","Trebuchet AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-68502"
"","68801","Gran Feudo Crianza 2006","0.75","105.90","141.20","Rødvin","Basisutvalget","Butikkategori 4","6","7","7","0","0","Dyp rød.","Preg av røde bær, dill og litt fat.","Litt utviklet frukt, streif av fat i ettersmaken.","Storfe","Lam og sau","Småvilt og fugl","Spania","Navarra","Øvrige","","Tempranillo 70%, Garnacha 15%, Cabernet Sauvignon 15%","Druene håndplukkes og vinifieres i ståltanker. 12 md. lagring i franske og amerikanske eikefat, 12-16 md. flaskemodning.","13.00","1.60","4.90","Drikkeklar nå, men kan også lagres","Bod. Julián Chivite","Vinordia AS","Vectura AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-68801"
"","69901","Brolio Chianti Classico 2012","0.75","159.90","213.20","Rødvin","Basisutvalget","Butikkategori 5","8","8","8","0","0","Dyp rød.","Aroma preget av mørke og røde bær, streif av krydder og fat.","Ung og frisk, fint preg av røde og mørke bær over urter og fat, god lengde.","Storfe","Lam og sau","Ost","Italia","Toscana","Chianti Classico","2012","Sangiovese 94%, Canaiolo 6%","Tradisjonell produksjon. 10 - 12 md. på fat, 6 - 8 md. på flaske.","13.00","2.00","5.40","Drikkeklar nå, men kan også lagres","Barone Ricasoli","Vinarius AS","SKANLOG VSD AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-69901"
"","69902","Brolio Chianti Classico 2012","0.38","99.50","265.30","Rødvin","Bestillingsutvalget","Uavhengig sortiment","8","0","8","0","0","","","","Storfe","Lam og sau","Ost","Italia","Toscana","Chianti Classico","2012","Sangiovese 94%, Canaiolo 6%","Tradisjonell 10 - 12 md på fat, 6 - 8 md. på flaske.","13.00","2.00","Ukjent","Drikkeklar nå, men kan også lagres","Barone Ricasoli","Vinarius AS","SKANLOG VSD AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-69902"
"","69905","Brolio Chianti Classico 2010","1.50","369.00","246.00","Rødvin","Bestillingsutvalget","Uavhengig sortiment","8","0","8","0","0","","","","Storfe","Lam og sau","Ost","Italia","Toscana","Chianti Classico","2010","Sangiovese 94%, Canaiolo 6%","Tradisjonell10 - 12 md på fat, 6 - 8 md på flaske","13.00","2.00","Ukjent","Drikkeklar nå, men kan også lagres","Barone Ricasoli","Vinarius AS","SKANLOG VSD AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-69905"
"","71501","Santepietre Bardolino Classico 2013","0.75","116.90","155.90","Rødvin","Bestillingsutvalget","Uavhengig sortiment","4","0","4","0","0","","","","Fisk","Lyst kjøtt","Grønnsaker","Italia","Veneto","Bardolino","2013","Corvina, Rondinella, Molinara","Temperaturkontrollert gjæring, vanlig vinifikasjonsteknikk. Min. 12 md fatlagring på eikefat, 6 md flaskemodning før salg.","12.00","Ukjent","5.50","Drikkeklar, ikke egnet for lagring","Lamberti","Einar A Engelstad AS","Cuveco AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-71501"
"","74101","Dopff & Irion Cuvée René Dopff Gewurztraminer 2011/2013","0.75","150.00","200.00","Hvitvin","Basisutvalget","Butikkategori 4","8","7","0","0","2","Middels dyp grønngul.","Aromatisk. Fint preg av blomst og krydder.","Ung og rik, fint krydder- og blomsterpreg. (2011)","Fisk","Svinekjøtt","Grønnsaker","Frankrike","Alsace","Øvrige","2013","Gewürztraminer 100%","Gjæret temperaturkontrollert ved 18/23 C. Ingen fatlagring, kun tankoppbevart før tapping.","13.00","8.50","5.00","Drikkeklar nå, men kan også lagres","Dopff & Irion","Einar A Engelstad AS","Cuveco AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-74101"
"","74102","Dopff & Irion Gewurztraminer 2011","0.38","90.00","240.00","Hvitvin","Bestillingsutvalget","Uavhengig sortiment","8","7","0","0","2","","","","Fisk","Svinekjøtt","Grønnsaker","Frankrike","Alsace","Øvrige","2011","Gewürztraminer 100%","Gjæret temperaturkontrollert ved 18/23 C. Ingen fatlagring, kun tankoppbevart før tapping.","13.50","8.50","5.00","Drikkeklar nå, men kan også lagres","Dopff & Irion","Einar A Engelstad AS","Cuveco AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-74102"
"","74301","Bourgeois Sancerre Grande Réserve 2013","0.75","189.50","252.70","Hvitvin","Basisutvalget","Butikkategori 3","7","9","0","0","1","Middels dyp strågul.","Aroma med fint preg av sitrus, eple og grønne urter, innslag av mineraler.","Ung og frisk, preg av eple og sitrus, ettersmak med god lengde og preg av mineraler.","Fisk","Skalldyr","Ost","Frankrike","Loire","Sancerre","2013","Sauvignon Blanc 100%","Gjæret i temperaturkontrollerte ståltanker. Fatlagret i 5 md.","12.50","2.00","5.40","Drikkeklar nå, men kan også lagres","Dom. Henri Bourgeois","Just Brands AS","Vectura AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-74301"
"","74302","Bourgeois Sancerre Grande Réserve 2013","0.38","99.90","266.40","Hvitvin","Bestillingsutvalget","Uavhengig sortiment","7","9","0","0","1","","","","Fisk","Skalldyr","Ost","Frankrike","Loire","Sancerre","2013","Sauvignon Blanc 100%","Gjæret i temperaturkontrollerte ståltanker. Vinen er fatlagret i 5 md.","12.50","2.00","5.40","Drikkeklar nå, men kan også lagres","Dom. Henri Bourgeois","Just Brands AS","Vectura AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-74302"
"","74601","Les Mesnils Muscadet 2011","0.75","114.90","153.20","Hvitvin","Bestillingsutvalget","Uavhengig sortiment","5","8","0","0","1","Lys grønngul.","Preg av sitrus, hint av grønne urter.","Sitruspreget med streif av mneraler i ettersmaken.","Fisk","Skalldyr","Aperitiff/avec","Frankrike","Loire","Muscadet de Sèvre-et","2011","Muscadet (Melon de Bourgogne) 100%","Gjæret i eikefat. Opplysninger er ikke gitt av produsent/leverandør.","12.00","2.00","6.50","Drikkeklar, ikke egnet for lagring","Barré Frères","Strøm AS","Trebuchet AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-74601"
"","77001","Königsmosel Riesling 2013","0.75","86.00","114.70","Hvitvin","Basisutvalget","Butikkategori 6","4","7","0","0","5","Lys grønngul.","Litt dempet aroma av blomster og sitrus.","Ren og umiddelbar, innslag av sitrus og blomst.","Fisk","","Aperitiff/avec","Tyskland","Mosel","Øvrige","2013","Riesling 100%","Gjæring i ståltank.","8.50","39.00","8.20","Drikkeklar, ikke egnet for lagring","Maas Nathan","Stenberg & Blom AS","Cuveco AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-77001"
"","79101","Blue Nun 2013","0.75","84.90","113.20","Hvitvin","Basisutvalget","Butikkategori 3","4","7","0","0","4","Lys grønngul.","Aroma med noe preg av eple, blomst og sitrus.","Ren og umiddelbar, preg av blomst og sitrus.","Fisk","Skalldyr","Grønnsaker","Tyskland","Rheinhessen","Øvrige","2013","Müller-Thurgau, Riesling, Silvaner, Kerner, Gewürztraminer","Tradisjonell.","8.50","25.00","6.00","Drikkeklar, ikke egnet for lagring","H. Sichel Söhne","Strøm AS","Trebuchet AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-79101"
"","79106","Blue Nun","2.00","209.90","105.00","Hvitvin","Basisutvalget","Butikkategori 1","4","7","0","0","5","Middels dyp strågul.","Dempet aroma av blomst og litt urter.","Litt utviklet. Streif av eple, blomst og urter.","Fisk","Skalldyr","Grønnsaker","Tyskland","Rheinhessen","Øvrige","","Müller-Thurgau, Riesling, Silvaner, Kerner, Gewürztraminer","Tradisjonell. Opplysninger er ikke gitt av produsent/leverandør.","8.50","25.00","6.00","Drikkeklar, ikke egnet for lagring","H. Sichel Söhne","Strøm AS","Trebuchet AS","BIB under 4 ltr","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-79106"
"","82601","Bigi Est! Est!! Est!!! 2011","0.75","120.90","161.20","Hvitvin","Bestillingsutvalget","Uavhengig sortiment","5","7","0","0","1","","","","Fisk","Skalldyr","Ost","Italia","Lazio","Øvrige","2011","Trebbiano 80%, Malvasia 10%","Tradisjonell gjæring i ståltank under temperaturkontroll.Opplysninger er ikke gitt av produsent/leverndør.","12.00","2.00","5.90","Drikkeklar, ikke egnet for lagring","Bigi","Haugen-Gruppen AS","Vectura AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-82601"
"","83001","Duca del Frassino Soave Classico 2013","0.75","109.90","146.50","Hvitvin","Bestillingsutvalget","Uavhengig sortiment","6","7","0","0","1","Lys grønngul.","Preg av eple, blomst og litt urter.","Ung, ren og umiddelbar, preg av eple og sitrus.","Fisk","Skalldyr","Grønnsaker","Italia","Veneto","Soave","2013","Garganega","Tradisjonell. Opplysninger er ikke gitt av produsent/leverandør.","12.50","2.00","Ukjent","Drikkeklar, ikke egnet for lagring","Cant. di Soave","Vinuniq AS","Vectura AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-83001"
"","83002","Duca del Frassino Soave Classico 2011","0.38","64.90","173.10","Hvitvin","Bestillingsutvalget","Uavhengig sortiment","6","7","0","0","1","","","","Fisk","Skalldyr","Grønnsaker","Italia","Veneto","Soave","2011","Garganega","TradisjonellOpplysninger er ikke gitt av produsent/leverandør.","12.50","2.00","Ukjent","Drikkeklar, ikke egnet for lagring","Cant. di Soave","Vinuniq AS","Vectura AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-83002"
"","83301","Viña Sol 2013","0.75","105.90","141.20","Hvitvin","Basisutvalget","Butikkategori 4","5","8","0","0","2","Lys strågul.","Aroma med preg av eple, pære og litt svale urter.","Ren og umiddelbar, preg av eple og sitrus.","Fisk","Skalldyr","Lyst kjøtt","Spania","Catalonia","Penedès","2013","Parellada 100%","Temperaturkontrollert gjæring i ståltanker. Ingen fatlagring.","11.50","2.00","Ukjent","Drikkeklar, ikke egnet for lagring","Miguel Torres","Beverage Partners Norway AS","Vectura AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-83301"
"","83501","Viña Esmeralda 2013/2014","0.75","104.90","139.90","Hvitvin","Basisutvalget","Butikkategori 5","5","8","0","0","3","Lys grønngul.","Aromatisk, preg av blomst, krydder og litt sitrus.","Ren, umiddelbar og fruktig, streif av krydder i ettersmaken. (2013)","Fisk","Skalldyr","Aperitiff/avec","Spania","Catalonia","Penedès","2014","Muscat of Alexandria 85%, Gewürztraminer 15%","Temperaturkontrollert gjæring i ståltanker. Ingen fatlagring.","11.00","8.60","6.30","Drikkeklar, ikke egnet for lagring","Miguel Torres","Beverage Partners Norway AS","Vectura AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-83501"
