foo,Varenavn,Volum,Pris,Literpris,Varetype,Fylde,Friskhet,Garvestoffer,Bitterhet,Sodme,Land,Distrikt,Underdistrikt,Alkohol,Sukker,Produsent,Emballasjetype,Vareurl,
,Ch. Moulin Cuvée Pivert 2010,0.75,149.9,199.9,Rødvin,7,5,7,0,0,Frankrike,Bordeaux,Fronsac,12.5,1.5,Ch. Moulin Pey-Labrie,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-613101,
,Piccinin Pinot Nero 2011,0.75,299.9,399.9,Rødvin,6,7,4,0,0,Italia,Veneto,Verona,13,0.2,Az. Agr. Piccinin Daniele,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-613301,
,Piccinin Montemagro 2011,0.75,219.9,293.2,Hvitvin,8,4,0,0,1,Italia,Veneto,Verona,13.5,0.3,Az. Agr. Piccinin Daniele,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-613401,
,Speri Valpolicella Classico 2012,0.75,131.1,174.8,Rødvin,7,7,5,0,0,Italia,Veneto,Valpolicella,12.5,4.3,Az. Agr. F.lli Speri,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-613501,
,Villa Diamante Vigna della Congregazione 2009,0.75,259.9,346.5,Hvitvin,7,8,0,0,1,Italia,Campania,Avellino,13.5,1.9,Villa Diamante,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-613601,
,Villa Diamante Vigna della Congrezaione 2005,0.75,279.9,373.2,Hvitvin,7,8,0,0,1,Italia,Campania,Avellino,13.5,1.9,Villa Diamante,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-613701,
,Piccinin Bianco dei Muni 2011,0.75,179.9,239.9,Hvitvin,7,5,0,0,1,Italia,Veneto,Verona,13,0.4,Az. Agr. Piccinin Daniele,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-613801,
,Villa Diamante Vigna della Congregazione 2011,0.75,269.9,359.9,Hvitvin,7,7,0,0,1,Italia,Campania,Avellino,13.5,1.8,Villa Diamante,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-613901,
,Julie Balagny La Carioca 2011,0.75,209.9,279.9,Rødvin,8,9,7,0,0,Frankrike,Burgund,Fleurie,12.5,0.75,Julie Balagny,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-614001,
,Gassier 946 Rosé 2012,0.75,229.9,306.5,Rosévin,7,7,0,0,1,Frankrike,Provence,Côte de Provence,13,2,Ch. Gassier,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-614501,
,Lupi Reali Trebbiano d´Abruzzo 2012,0.75,114.9,153.2,Hvitvin,7,8,0,0,1,Italia,Abruzzo,Trebbiano d'Abruzzo,12,5.5,Valle Reale,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-614601,
,La Galope Sauvignon Blanc 2012,3,369.9,123.3,Hvitvin,6,7,0,0,1,Frankrike,Sørvest,Côtes de Gascogne,12,3,Les vins de l´Herre,BIB under 4 ltr,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-614706,
,Poderi Sinaglio Langhe Chardonnay 2012,0.75,169.8,226.4,Hvitvin,8,7,0,0,1,Italia,Piemonte,Langhe,13,2,Pod. Sinaglio,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-614801,
,Boffa Carlo Barbera d´Alba Buschet 2011,1.5,488.7,325.8,Rødvin,7,9,5,0,0,Italia,Piemonte,Alba,14,1,Boffa Carlo,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-614905,
,Unlitro 2013,1,199.9,199.9,Rødvin,8,8,7,0,0,Italia,Toscana,Øvrige,12.5,0.5,Ampeleia,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-615001,
,Oloroso Solera 1847,0.75,249.9,333.2,Sherry,10,6,0,0,8,Spania,Jerez,Øvrige,18,93.5,Gonzalez Byass,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-615201,
,Adami Bosca di Gica Brut,0.75,175,233.3,Musserende Vin,4,8,0,0,2,Italia,Veneto,Valdobbiadene,11,10,Adami Srl.,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-615301,
,Coppo L´Avvocata Barbera d´Asti 2012,0.75,139.9,186.5,Rødvin,7,7,6,0,0,Italia,Piemonte,Barbera d'Asti,14,2.2,Coppo,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-615401,
,Adami Col Credas Brut 2012,0.75,198,264,Musserende Vin,3,9,0,0,1,Italia,Veneto,Valdobbiadene,11,4,Adami Srl.,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-615501,
,Færder Fyr Sancerre Rouge,0.75,168,224,Rødvin,6,8,4,0,0,Frankrike,Øvrige,Øvrige,12.5,0.2,Lauverjat,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-615601,
,Jack Daniel`s Tennessee Honey,0.7,389.9,557,Øvrig Brennevin,0,0,0,0,0,USA,Tennessee,,35,133,Jack Daniel Dist.,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-615901,
,Clava Reserve Cabernet Sauvignon 2013,0.75,144.9,193.2,Rødvin,8,8,8,0,0,Chile,Maipo,Øvrige,14,3.7,Viña Quintay,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-616601,
,Feudi di San Gregorio Dubl Greco Spumante,0.75,250,333.3,Musserende Vin,7,10,0,0,1,Italia,Campania,,12.5,2,Feudi di San Gregorio,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-617001,
,Luxardo Kirsch,0.2,157,785,Fruktbrennevin,0,0,0,0,0,Italia,Øvrige,Øvrige,38,Ukjent,Girolamo Luxardo,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-617604,
,Ulisse Unico Passerina 2012,0.75,160,213.3,Hvitvin,8,7,0,0,1,Italia,Abruzzo,Øvrige,13,3.5,Ten. Ulisse,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-617801,
,Giulia Negri Langhe La Tartufaia Bianco 2010,0.75,250,333.3,Hvitvin,8,8,0,0,1,Italia,Piemonte,Langhe,13.5,1.5,Giulia Negri,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-618001,
,Antonelli Colli Martani Grechetto 2012,0.75,175,233.3,Hvitvin,7,7,0,0,1,Italia,Umbria,Colli Martani,13.5,1,Antonelli,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-618301,
,Bouchard Vosne-Romanée 2012,0.75,445.9,594.5,Rødvin,7,0,6,0,0,Frankrike,Burgund,Vosne-Romanée,13,1.3,Dom. Bouchard Père & Fils,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-618701,
,Valamasca Moscato d´Asti 2014,0.75,125,166.7,Hvitvin,8,7,0,0,9,Italia,Piemonte,Asti,5,130.4,Vinchio-Vaglio,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-619201,
,Gekkeikan Sake,0.75,134.9,179.9,Fruktvin,0,0,0,0,0,USA,Øvrige,Øvrige,14.6,Ukjent,Gekkeikan Sake Co.,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-619501,
,Giulia Negri Langhe La Tartufaia Pinot Nero 2011,0.75,250,333.3,Rødvin,8,9,9,0,0,Italia,Piemonte,Langhe,14,1,Giulia Negri,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-619701,
,Boschis Grignolino 2012,0.75,168.8,225.1,Rødvin,7,7,7,0,0,Italia,Piemonte,Øvrige,12.5,2,Francesco Boschis,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-619901,
,Gaia Vin Santo 2004,0.5,275,550,Hvitvin,11,8,0,0,11,Hellas,Øvrige,,14,295,Gaia Estate,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-620302,
,Berserk Black Storm,0.5,285,570,Rom,0,0,0,0,0,Barbados,Øvrige,,37.5,7.5,Oceans Distillery,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-620402,
,Jolivet Pouilly-Fumé 2012,0.75,185,246.7,Hvitvin,7,7,0,0,2,Frankrike,Loire,Pouilly-Fumé,12.5,2.6,Pascal Jolivet,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-620501,
,Ægir/Boulevard Ævenue Collaboration Saison,0.5,74.9,149.8,Øl,7,8,0,6,0,Norge,Sogn og Fjordane,,6,Ukjent,Ægir / Boulevard,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-620702,
,Hot n´Sweet Cactus,0.7,229.9,328.4,Øvrig Brennevin under 22 %,0,0,0,0,0,Danmark,Øvrige,,16,251.2,Strandgården,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-621001,
,Pol Roger Brut,0.75,369,492,Musserende Vin,7,9,0,0,2,Frankrike,Champagne,Øvrige,12.5,11.2,Pol Roger,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-621201,
,Kraken Black Spiced Rum,0.7,395,564.3,Øvrig Brennevin,0,0,0,0,0,USA,Øvrige,,40,25,Kraken rum,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-621301,
,Lenotti Bardolino Classico 2012,0.75,104.9,139.9,Rødvin,6,8,6,0,0,Italia,Veneto,Bardolino,12,5.9,Cant. Lenotti,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-621501,
,Tommasi Valpolicella Classico Superiore Vigneto Rafael 2011/2012,0.75,164.9,219.9,Rødvin,7,8,7,0,0,Italia,Veneto,Valpolicella,12.5,4.7,Tommasi,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-621801,
,Samaroli Coilltean Fusion 1990,0.7,1400,2000,Whisky,0,0,0,0,0,Skottland,Øvrige,,45,Ukjent,Samaroli,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-622001,
,Gabriel Boudier London Dry Gin,0.7,389,555.7,Gin,0,0,0,0,0,Frankrike,Øvrige,,37.5,Ukjent,Gabriel Boudier,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-622501,
,Serge Laloue Sancerre Rouge 2011,0.75,210,280,Rødvin,7,6,6,0,0,Frankrike,Loire,Sancerre,12.5,Ukjent,Dom. Serge Laloue,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-622701,
,Alex Sushi Riesling Trocken 2012,0.75,169,225.3,Hvitvin,8,8,0,0,5,Tyskland,Rheinhessen,Øvrige,12,5,Weing. Wittmann,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-623201,
,Zilliken Saarburger Riesling Feinherb 2012,0.75,207,276,Hvitvin,6,8,0,0,5,Tyskland,Mosel,Øvrige,11,20.4,Geltz Zilliken,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-623301,
,Serge Laloue Sancerre Le Cul de Beaujeu 2011,0.75,285,380,Hvitvin,7,7,0,0,1,Frankrike,Loire,Sancerre,13.5,0.3,Dom. Serge Laloue,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-623501,
,Gabriel Boudier Safron Gin,0.7,445,635.7,Gin,0,0,0,0,0,Frankrike,Øvrige,,40,2,Gabriel Boudier,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-623601,
,Brocard Sainte Claire Chablis Vieilles Vignes 2008,1.5,445,296.7,Hvitvin,6,7,0,0,1,Frankrike,Burgund,Chablis,12.5,2.3,Jean-Marc Brocard,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-623705,
,Spindler Forster Riesling Trocken 2013,0.75,179.9,239.9,Hvitvin,6,9,0,0,1,Tyskland,Pfalz,Øvrige,12.5,5.2,weing. Heinrich Spindler,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-623801,
,Jean- Paul Mollet Pouilly Fumé 2012,0.75,189.9,253.2,Hvitvin,5,7,0,0,1,Frankrike,Loire,Pouilly-Fumé,12.5,1.2,Scev Des Renardieres,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-623901,
,Eifel-Pfeiffer Graacher Himmelreich Riesling Kabinett halbtrocken 2012,0.75,164,218.7,Hvitvin,7,9,0,0,5,Tyskland,Mosel,Øvrige,10.5,35,Weing. Eifel-Pfeiffer,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-624001,
,Minges Aura Riesling Trocken 2012,0.75,129.9,173.2,Hvitvin,4,10,0,0,1,Tyskland,Pfalz,Øvrige,9.5,9.5,Weing. Theo Minges,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-624101,
,Eifel-Pfeiffer Trittenheimer Apotheke Riesling Spätlese 2012,0.75,175,233.3,Hvitvin,7,8,0,0,7,Tyskland,Mosel,Øvrige,8,66,Weing. Eifel-Pfeiffer,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-624201,
,Minges Gleisweiler Riesling Trocken 2012,0.75,165,220,Hvitvin,5,10,0,0,1,Tyskland,Pfalz,Øvrige,11.5,8.1,Weing. Theo Minges,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-624301,
,Colvendrà Prosecco,0.75,122,162.7,Musserende Vin,8,7,0,0,3,Italia,Veneto,Treviso,11.5,15,Colvendrà,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-624401,
,Roland Lavatureux Chablis 2012,0.75,179.9,239.9,Hvitvin,7,7,0,0,1,Frankrike,Burgund,Chablis,12.5,Ukjent,Roland Lavantureux,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-624501,
,MS Nordstjernen Aquavit,0.7,419,598.6,Akevitt,0,0,0,0,0,Norge,Aust-Agder,,38,6,K.G. Puntervold,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-624601,
,Rolet Crémant du Jura Brut 2008,0.75,159.9,213.2,Musserende Vin,5,8,0,0,1,Frankrike,Jura,Øvrige,12,5,Dom. Rolet et Flls,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-624701,
,Dom. St. Just Cremant de Loire,0.75,165,220,Musserende Vin,5,8,0,0,2,Frankrike,Loire,Øvrige,12.5,10,Dom. St. Just,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-624801,
,Cosme Palacio 1894 White 2009,0.75,175,233.3,Hvitvin,9,7,0,0,1,Spania,Rioja,Øvrige,14,1.7,Bod. Palacio,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-625001,
,Stolichnaya,0.7,309.9,442.7,Vodka,0,0,0,0,0,Latvia,Øvrige,Øvrige,38,1.8,S.P.I,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-625101,
,St. Cosme Côte-Rôtie 2011,0.75,419,558.7,Rødvin,9,9,8,0,0,Frankrike,Rhône Nord,Côte-Rôtie,12.5,1.39,Ch. Saint Cosme,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-625601,
,Lammershoek Roulette 2010,0.75,219,292,Rødvin,8,8,8,0,0,Sør-Afrika,Swartland,,13.5,1.1,Lammershoek,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-625701,
,Kühn Oestrich Lenchen Riesling Kabinett 2013,0.75,165,220,Hvitvin,7,8,0,0,6,Tyskland,Rheingau,Øvrige,9.5,55,Weing. Peter Jakob Kühn,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-625801,
,Lammershoek Roulette Blanc 2011,0.75,199,265.3,Hvitvin,8,8,0,0,1,Sør-Afrika,Swartland,,13,2.2,Lammershoek,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-625901,
,Lammershoek Lam Pinotage 2013,0.75,169,225.3,Rødvin,7,8,7,0,0,Sør-Afrika,Swartland,,13.5,3.9,Lammershoek,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-626001,
,Lammershoek Cellar Foot Underwater Wine 2013,0.75,219,292,Rødvin,8,8,7,0,0,Sør-Afrika,Swartland,,12,2.2,Lammershoek,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-626101,
,Lysholm Linie Double Cask,0.7,479.9,685.6,Akevitt,0,0,0,0,0,Norge,Akershus,,41.5,10,Arcus,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-626201,
,Gilde Grill Aquavit,0.5,334.9,669.8,Akevitt,0,0,0,0,0,Norge,Akershus,,37.5,14,Arcus,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-626302,
,Pflüger Riesling Trocken,3,349.9,116.6,Hvitvin,7,9,0,0,1,Tyskland,Pfalz,Øvrige,12,2.2,Weing. Pflüger,BIB under 4 ltr,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-626406,
,More Rosso Negroamaro Malvasia,3,349.9,116.6,Rødvin,7,7,6,0,0,Italia,Puglia,Øvrige,14,9,Casa Vin. Carlo Botter,BIB under 4 ltr,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-626506,
,Thre3 Monkeys White 2013,0.75,84.9,113.2,Hvitvin,6,9,0,0,4,Tyskland,Øvrige,,8.5,34,Enjoy Wine and Spirits,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-626601,
,Theresianer India Pale Ale Unfiltered,0.75,90.4,120.5,Øl,9,0,0,10,2,Italia,Veneto,Øvrige,5.8,Ukjent,Theresianer,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-626701,
,Vollenweider Felsenfest Riesling 2012,0.75,168.9,225.2,Hvitvin,4,8,0,0,2,Tyskland,Mosel,Øvrige,12,6.5,Daniel Vollenweider,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-626801,
,Vollenweider Wolfer Goldgrube Riesling Kabinett 2012,0.75,179.9,239.9,Hvitvin,5,9,0,0,6,Tyskland,Mosel,Øvrige,8.5,67,Daniel Vollenweider,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-626901,
,Bertani Amarone Della Valpolicella Classico 2005,0.75,569,758.7,Rødvin,10,10,9,0,0,Italia,Veneto,Amarone della Valpol,15,4.8,Cave G.B. Bertani,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-627001,
,Cavis Giampè Roero 2008,0.75,281.8,375.7,Rødvin,9,8,6,0,0,Italia,Piemonte,Roero,13.5,0.5,Cant. ´L Cavis,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-627101,
,Cavis Micilina Piemonte Barbera 2011,0.75,177.5,236.7,Rødvin,9,9,6,0,0,Italia,Piemonte,Øvrige,13,3.5,Cant. ´L Cavis,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-627201,
,Luxardo Maraschino Originale,0.5,249,498,Likør,0,0,0,0,0,Italia,,,32,348,Girolamo Luxardo,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-627302,
,Berberana Viña Alarde Reserva 2006/2007,0.75,99.9,133.2,Rødvin,8,7,7,0,0,Spania,Rioja,Øvrige,13.5,1.5,Bod. Berberana,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-627501,
,Klumpp Klosterberg Riesling 2011,0.75,217.8,290.4,Hvitvin,8,8,0,0,2,Tyskland,Baden,Øvrige,13,8.1,Weing. Klumpp,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-627701,
,Cast. di Neive Messoirano Barbera d´Alba 2010,0.75,187.6,250.1,Rødvin,9,9,6,0,0,Italia,Piemonte,Barbera d'Alba,14,Ukjent,Cast. di Neive,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-627801,
,Klumpp Riesling 2011,0.75,179.2,238.9,Hvitvin,8,9,0,0,2,Tyskland,Baden,Øvrige,12.5,7.9,Weing. Klumpp,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-627901,
,Droin Chablis Vosgros 1er Cru 2010,0.75,245,326.7,Hvitvin,6,7,0,0,1,Frankrike,Burgund,Chablis,13,0.4,Dom. Droin,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-628501,
,Egri Merlot 2011,0.75,94.9,126.5,Rødvin,4,0,5,0,0,Ungarn,Øvrige,Øvrige,11.5,19.4,Vitavin,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-628901,
,Cockburn's Special Reserve,0.75,189.9,253.2,Portvin,9,7,0,0,8,Portugal,Douro,Øvrige,20,107,Cockburn Smithes & Cia,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-629001,
,Jean Marc Boillot St. Aubin 1er Cru 2012,0.75,234.1,312.1,Hvitvin,7,9,0,0,1,Frankrike,Burgund,Saint-Aubin,13,0.4,Jean-Marc Boillot,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-629501,
,Tommasi Amarone della Valpolicella Classico 2010/2011,0.75,349.9,466.5,Rødvin,10,8,8,0,0,Italia,Veneto,Amarone della Valpol,15,6.8,Tommasi,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-629901,
,Tommasi Amarone della Valpolicella Classico 2010,1.5,799.9,533.3,Rødvin,10,0,8,0,0,Italia,Veneto,Amarone della Valpol,15,6.8,Tommasi,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-629905,
,Plaimont Ch. de Pierron 2006,0.75,149.9,199.9,Rødvin,9,8,9,0,0,Frankrike,Sørvest,Madiran,13,1,Prod. Plaimont,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-630501,
,Churchills White Port Dry,0.2,84,420,Portvin,10,7,0,0,3,Portugal,Douro,Øvrige,19.5,37,Churchill Graham,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-630604,
,Bols Goldstrike,0.5,325,650,Likør,0,0,0,0,0,Nederland,Øvrige,Øvrige,50,300,Bols Int.,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-630702,
,Bols Blue,0.5,199.9,399.8,Likør under 22 %,0,0,0,0,0,Nederland,Øvrige,Øvrige,21,330,Bols Int.,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-630802,
,Bols Parfait Amour,0.5,199.9,399.8,Likør,0,0,0,0,0,Nederland,Øvrige,Øvrige,24,Ukjent,Bols Int.,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-630902,
,Bols Peppermint,0.5,199.9,399.8,Likør,0,0,0,0,0,Nederland,Øvrige,Øvrige,24,Ukjent,Bols Int.,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-631002,
,Pierre Deschamps Alsace Riesling 2012,0.75,109.9,146.5,Hvitvin,6,10,0,0,1,Frankrike,Alsace,Øvrige,12.5,2,SARL Jameswine,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-631101,
,Villa Sandi Il Fresco Rosé,0.75,118,157.3,Musserende Vin,5,8,0,0,3,Italia,Øvrige,,11.5,14,Villa Sandi,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-631201,
,Coto de Imaz Reserva 2008,0.75,151.5,202,Rødvin,8,8,7,0,0,Spania,Rioja,Øvrige,13.5,2,El Coto de Rioja,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-631301,
,Harviestoun Schiehallion Craft Lager,0.33,41,124.2,Øl,4,0,0,4,1,Skottland,Øvrige,,4.8,1,Harviestoun Brewery,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-631402,
,Gordon & MacPhail Highland Park Cask Strength 2003,0.7,785,1121.4,Whisky,0,0,0,0,0,Skottland,Orkney Island,,57.8,Ukjent,Gordon & MacPhail,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-631501,
,Monte dall´Ora Amarone Classico 2009,0.75,363.7,484.9,Rødvin,10,7,8,0,0,Italia,Veneto,Valpolicella,15.5,1.4,Az. Agr. Monte Dall´Ora,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-632001,
,Moselland Riesling 2012/2013,0.75,84.9,113.2,Hvitvin,4,7,0,0,5,Tyskland,Mosel,Øvrige,8.5,36.4,Moselland,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-632101,
,Monte dall´Ora Valpolicella Classico Superiore 2011,0.75,195.8,261.1,Rødvin,7,7,6,0,0,Italia,Veneto,Valpolicella,13.5,5,Az. Agr. Monte Dall´Ora,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-632201,
,Cavalieri Gege Verdicchio di Matelica 2011,0.75,183.9,245.2,Hvitvin,7,8,0,0,1,Italia,Marche,Matelica,14,3,Cant. Cavalieri,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-632301,
,Breuer Rüdesheim Estate Riesling 2011,1.5,416,277.3,Hvitvin,6,10,0,0,1,Tyskland,Rheingau,Øvrige,11.5,6.5,Georg Breuer,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-633105,
,Isle of Jura Single Malt 10 Years Old,0.7,485,692.9,Whisky,0,0,0,0,0,Skottland,Highland,Øvrige,40,Ukjent,Isle of Jura Dist.,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-633801,
,St. Peter`s Suffolk Gold,0.5,49.9,99.8,Øl,1,0,0,3,3,England,Øvrige,,4.9,Ukjent,St. Peters Brewery,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-634102,
,Absolut Kurant,0.7,324.9,464.1,Vodka,0,0,0,0,0,Sverige,Øvrige,Øvrige,40,Ukjent,The Absolut Company,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-634501,
,Midori Green Melon,0.7,299.9,428.4,Likør under 22 %,0,0,0,0,0,Japan,Øvrige,Øvrige,20,Ukjent,Louis Royer,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-634701,
,Raimat Chardonnay 2013,0.75,124.9,166.5,Hvitvin,8,6,0,0,2,Spania,Catalonia,Costers del Segre,13,2,Raimat,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-635101,
